index,description,tweet_lemma,label_model
142,"PASCA KENAIKAN HARGA BBM, POLSEK BALEENDAH POLRESTA BANDUNG BAKSOS SEMBAKO BERSAMA MAHASISWA UNIBA https://t.co/7NoQt737aD",PASCA KENAIKAN HARGA BBM  POLSEK BALEENDAH POLRESTA BANDUNG BAKSOS SEMBAKO BERSAMA MAHASISWA UNIBA  ,positif
143,"Jangan Biarkan Nyala itu Padam ??
Massa pelajar dan mahasiswa bergabung dengan buruh berujuk rasa menolak kenaikan harga BBM di Patung Kuda, Jakarta Pusat, Selasa (13/9) https://t.co/P3IKVqWyQw",Jangan Biarkan Nyala itu Padam    Massa pelajar dan mahasiswa bergabung dengan buruh berujuk rasa menolak kenaikan harga BBM di Patung Kuda  Jakarta Pusat  Selasa        ,negatif
144,"Pemerintah harus jujur, alasan kenaikan BBM karena mengikuti harga minyak dunia sudah tidak relevan.

Mari kita pertegas: 
BATALKAN KENAIKAN BBM ! 
??? ???? https://t.co/RGkwKC1qlI",Pemerintah harus jujur  alasan kenaikan BBM karena mengikuti harga minyak dunia sudah tidak relevan   Mari kita pertegas   BATALKAN KENAIKAN BBM              ,negatif
145,"Kepolisian Resor Trenggalek kembali memberikan pelayanan pengamanan kepada sejumlah elemen masyarakat yang ingin menyuarakan aspirasinya terkait dengan penyesuaian harga BBM, TDL hingga tambang emas di Kabupaten Trenggalek. Rabu, (14/9).

Selengkapnya:

https://t.co/G5rg41NNGw https://t.co/6tqq12ux93",Kepolisian Resor Trenggalek kembali memberikan pelayanan pengamanan kepada sejumlah elemen masyarakat yang ingin menyuarakan aspirasinya terkait dengan penyesuaian harga BBM  TDL hingga tambang emas di Kabupaten Trenggalek  Rabu          Selengkapnya      ,negatif
146,Tahukah kamu? Banyak orang enggan menyuarakan penolakan kenaikan BBM subsidi melalui media sosial karna kuatir dianggap miskin oleh gebetannya.,Tahukah kamu  Banyak orang enggan menyuarakan penolakan kenaikan BBM subsidi melalui media sosial karna kuatir dianggap miskin oleh gebetannya ,netral
147,"Focus Group Discussion bersama Forkopimda Kabupaten Semarang untuk menyikapi kenaikan BBM bertempat di Pendopo Rumah Dinas Bupati Semarang, Rabu (14/09/2022) pagi.
#polressemarang #kenaikanBBM #bbmnaik #poldajateng #polisiindonesia https://t.co/GUV71rivjr",Focus Group Discussion bersama Forkopimda Kabupaten Semarang untuk menyikapi kenaikan BBM bertempat di Pendopo Rumah Dinas Bupati Semarang  Rabu         pagi   polressemarang  kenaikanBBM  bbmnaik  poldajateng  polisiindonesia  ,netral
148,"Rabu 14 September 2022 Badan Eksekutif Mahasiswa dan Dewan Legislatif Mahasiswa Universitas Dr. Soetomo Surabaya turun ke jalan ""Kuliah Di Jalanan"" bertema ""TOLAK KENAIKAN HARGA BBM"".

Ket: gambar/foto2 pertama capture IG BEM Unitomo. 
Sumber: gambar/foto2: IG BEM, DLM, UNITOMO. https://t.co/rl3aP2lLS2",Rabu   September   Badan Eksekutif Mahasiswa dan Dewan Legislatif Mahasiswa Universitas Dr  Soetomo Surabaya turun ke jalan  Kuliah Di Jalanan  bertema  TOLAK KENAIKAN HARGA BBM    Ket  gambar foto  pertama capture IG BEM Unitomo   Sumber  gambar foto   IG BEM  DLM  UNITOMO   ,negatif
149,"Selain BEM Unitomo sebagai pelaksana eksekutif Mahasiswa Unitomo Surabaya, Pengawas eksekutif mahasiswa yakni Dewan Legislatif Mahasiswa/DLM Unitomo Surabaya ikut menyerukan aksi ""Kuliah Di Jalanan"" untuk ""TOLAK KENAIKAN HARGA BBM"". https://t.co/iEHfExjCBq",Selain BEM Unitomo sebagai pelaksana eksekutif Mahasiswa Unitomo Surabaya  Pengawas eksekutif mahasiswa yakni Dewan Legislatif Mahasiswa DLM Unitomo Surabaya ikut menyerukan aksi  Kuliah Di Jalanan  untuk  TOLAK KENAIKAN HARGA BBM    ,negatif
150,"Respon Kenaikan Harga BBM, Kapolsek Muara Pawan Salurkan Bantuan Sosial ke Pedagang dan Sopir Truk https://t.co/f3YU0N7LIh",Respon Kenaikan Harga BBM  Kapolsek Muara Pawan Salurkan Bantuan Sosial ke Pedagang dan Sopir Truk  ,positif
151,"Unitomo melalui Wakil Rektor III memberi sambutan pada peserta aksi seperti terdokumentasi melalui Instagram akun resmi Universitas Dr. Soetomo dan juga ikut memantau aksi ""Kuliah Di Jalanan"" Rabu 14 September 2022 yang bertema ""TOLAK KENAIKAN HARGA BBM"". https://t.co/bqlrjO91P2",Unitomo melalui Wakil Rektor III memberi sambutan pada peserta aksi seperti terdokumentasi melalui Instagram akun resmi Universitas Dr  Soetomo dan juga ikut memantau aksi  Kuliah Di Jalanan  Rabu   September   yang bertema  TOLAK KENAIKAN HARGA BBM    ,negatif
152,"Susuri muara Sungai Silugonggo, Polres Pati Kembali Bagikan 1 Ton Paket Beras Kepada Nelayan Pasca Kenaikan BBM

Tanggap menyikapi situasi tersebut, Polres Pati kembali melaksanakan kegiatan pembagian bantuan sosial (bansos) berupa paket beras sebanyak 1 ton. https://t.co/viqufOV23D",Susuri muara Sungai Silugonggo  Polres Pati Kembali Bagikan   Ton Paket Beras Kepada Nelayan Pasca Kenaikan BBM  Tanggap menyikapi situasi tersebut  Polres Pati kembali melaksanakan kegiatan pembagian bantuan sosial  bansos  berupa paket beras sebanyak   ton   ,positif
153,"@gemiagung @kurawa Impactnya banyak soalnya, bersyukur klo kondisi mas tidak terpengaruh kenaikan, sementara banyak di sisi lain yg gak terlihat sama kita kondisinya terbebani dgn kenaikan BBM ini. Saya sih ga liat partainya, lihat real life aja, menolak ",    Impactnya banyak soalnya  bersyukur klo kondisi mas tidak terpengaruh kenaikan  sementara banyak di sisi lain yg gak terlihat sama kita kondisinya terbebani dgn kenaikan BBM ini  Saya sih ga liat partainya  lihat real life aja  menolak ,netral
154,"Kader PKS bener bener turun Aksi TOLAK KENAIKAN BBM Keren ?? 

Kayaknya kemarin ada 1 Partai lagi yang mau Nurunin KADER nya buat Demo Tolak KENAIKAN BBM tapi belum keliatan batang hidungnya ?????",Kader PKS bener bener turun Aksi TOLAK KENAIKAN BBM Keren      Kayaknya kemarin ada   Partai lagi yang mau Nurunin KADER nya buat Demo Tolak KENAIKAN BBM tapi belum keliatan batang hidungnya      ,negatif
155,"BBM GA TURUN JOKOWI YANG HARUS TURUN..

DEMO TOLAK KENAIKAN BBM MEMBESAR DARI SABANG SAMPAI MERAUKE..,

HARI INI TERJADI DI BANYAK TEMPAT

#BBMMeroketJokowiTurun
#BBMMeroketJokowiTurun
????

https://t.co/MVeyjAwvQ6",BBM GA TURUN JOKOWI YANG HARUS TURUN    DEMO TOLAK KENAIKAN BBM MEMBESAR DARI SABANG SAMPAI MERAUKE     HARI INI TERJADI DI BANYAK TEMPAT   BBMMeroketJokowiTurun  BBMMeroketJokowiTurun        ,negatif
156,"Susuri muara Sungai Silugonggo, Polres Pati Kembali Bagikan 1 Ton Paket Beras Kepada Nelayan Pasca Kenaikan BBM

Tanggap menyikapi situasi tersebut, Polres Pati kembali melaksanakan kegiatan pembagian bantuan sosial (bansos) berupa paket beras sebanyak 1 ton.Pati,Senin(12/9/22). https://t.co/4fWU3Xi5I3",Susuri muara Sungai Silugonggo  Polres Pati Kembali Bagikan   Ton Paket Beras Kepada Nelayan Pasca Kenaikan BBM  Tanggap menyikapi situasi tersebut  Polres Pati kembali melaksanakan kegiatan pembagian bantuan sosial  bansos  berupa paket beras sebanyak   ton Pati Senin          ,positif
157,"Alhamdulillah 
Penyaluran BSU ditarget rampung sebelum akhir tahun, BSU adalah bukti negara hadir membantu warga yang kesulitan terdampak kenaikan harga BBM

@jokowi Gas Pol Pemulihan Ekonomi https://t.co/76CHjiDfGh",Alhamdulillah  Penyaluran BSU ditarget rampung sebelum akhir tahun  BSU adalah bukti negara hadir membantu warga yang kesulitan terdampak kenaikan harga BBM    Gas Pol Pemulihan Ekonomi  ,positif
158,@Masmasbiasaa @pandji Pengalihan isu kenaikan BBM,    Pengalihan isu kenaikan BBM,netral
159,@suharmokos @Nabhilss @CNNIndonesia Tolol BBM bahan bakunya minyak mentah kenaikan BBM dipengaruhi oleh naiknya minyak mentah,      Tolol BBM bahan bakunya minyak mentah kenaikan BBM dipengaruhi oleh naiknya minyak mentah,negatif
160,"Susuri muara Sungai Silugonggo, Polres Pati Kembali Bagikan 1 Ton Paket Beras Kepada Nelayan Pasca Kenaikan BBM.

Kali ini Polres Pati menyasar kepada masyarakat yang berprofesi nelayan tradisional di perairan Juwana, Pati, Senin (12/9/22).

#PolriPresisi
#PoldaJatengHadir https://t.co/CaImAowVuU",Susuri muara Sungai Silugonggo  Polres Pati Kembali Bagikan   Ton Paket Beras Kepada Nelayan Pasca Kenaikan BBM   Kali ini Polres Pati menyasar kepada masyarakat yang berprofesi nelayan tradisional di perairan Juwana  Pati  Senin            PolriPresisi  PoldaJatengHadir  ,positif
161,"PEMOGOKAN kurir SHOPEE EXPRESS semakin MELUAS, setelah di Bekasi, Batam, hari ini di Bogor. Tuntutan mereka sama:

?? Menolak penurunan bayaran, apalagi di tengah kenaikan BBM. Sebelumnya kurir di Bogor dibayar 115k ketika mengirim 35 paket, menjadi hanya dibayar 70k (2k/paket) https://t.co/y0jYzw0d8L",PEMOGOKAN kurir SHOPEE EXPRESS semakin MELUAS  setelah di Bekasi  Batam  hari ini di Bogor  Tuntutan mereka sama      Menolak penurunan bayaran  apalagi di tengah kenaikan BBM  Sebelumnya kurir di Bogor dibayar  k ketika mengirim   paket  menjadi hanya dibayar  k   k paket   ,positif
162,"Adanya bansos ini diharapkan dapat melindungi daya beli masyarakat dari tekanan kenaikan harga BBM 
#BLTBBM
Keadilan Subsidi Untuk Rakyat https://t.co/6pMdDs8umn",Adanya bansos ini diharapkan dapat melindungi daya beli masyarakat dari tekanan kenaikan harga BBM   BLTBBM Keadilan Subsidi Untuk Rakyat  ,positif
163,"@Poldametrojaya_ Ada lho partai dan ormas, bahkan mahasiswa yg katanya pinter, yg tidak ingin Indonesia maju dan rakyatnya sejahtera... makanya partai/ormas tsb menolak kenaikan harga bbm bersubsidi, agar kelompok mrk tetap bisa menikmati subsidi bbm...",  Ada lho partai dan ormas  bahkan mahasiswa yg katanya pinter  yg tidak ingin Indonesia maju dan rakyatnya sejahtera    makanya partai ormas tsb menolak kenaikan harga bbm bersubsidi  agar kelompok mrk tetap bisa menikmati subsidi bbm   ,negatif
164,"@iyoet__1075 Gmpang banget nuduh orang PKI,justru yg nolak kenaikan bbm itu yg PKI ??????",  Gmpang banget nuduh orang PKI justru yg nolak kenaikan bbm itu yg PKI       ,netral
165,"Aliansi Laskar Islam Klaten Tolak Kenaikan Harga BBM di Simpang Tiga Adipura, Klaten.. ??????? (13/Sept/2022) https://t.co/VGi59Ig8gM",Aliansi Laskar Islam Klaten Tolak Kenaikan Harga BBM di Simpang Tiga Adipura  Klaten              Sept     ,negatif
166,"Didemo Ratusan Mahasiswa, DPRD Binjai Tolak Kenaikan BBM https://t.co/0yVwEUIEG3",Didemo Ratusan Mahasiswa  DPRD Binjai Tolak Kenaikan BBM  ,negatif
167,"Indahnya Berbagi
.
Polsek Cirebon Utara Barat dipimpin Kapolsek Cirebon Utara Barat AKP Didi Wahyudi Sunansyah, SH, MH melakukan Bakti Sosial dengan memberikan paket sembako bagi masyarakat terdampak kenaikan BBM. https://t.co/spqbyk00Ts",Indahnya Berbagi   Polsek Cirebon Utara Barat dipimpin Kapolsek Cirebon Utara Barat AKP Didi Wahyudi Sunansyah  SH  MH melakukan Bakti Sosial dengan memberikan paket sembako bagi masyarakat terdampak kenaikan BBM   ,positif
168,"Kasetpres menemui secara langsung massa buruh dari KSPSI yg melakukan unjuk rasa terkait kenaikan harga bahan bakar minyak (BBM) di kawasan Tugu Arjuna Widjaja (Patung Kuda), Jakarta. Kasetpres mengatakan bahwa tuntutan para buruh akan segera ditindaklanjuti. https://t.co/13W53QtbCt",Kasetpres menemui secara langsung massa buruh dari KSPSI yg melakukan unjuk rasa terkait kenaikan harga bahan bakar minyak  BBM  di kawasan Tugu Arjuna Widjaja  Patung Kuda   Jakarta  Kasetpres mengatakan bahwa tuntutan para buruh akan segera ditindaklanjuti   ,negatif
169,"Kerusuhan meletus di Ibu Kota Haiti, Port-au-Prince, akibat demo tolak kenaikan harga BBM. #TempoDunia https://t.co/ipCWx9PSr7",Kerusuhan meletus di Ibu Kota Haiti  Port au Prince  akibat demo tolak kenaikan harga BBM   TempoDunia  ,negatif
170,Sopir MPU Terdampak Kenaikan BBM Dapat Sembako https://t.co/SMJ2TQZHya https://t.co/MWLLE5fjZ7,Sopir MPU Terdampak Kenaikan BBM Dapat Sembako    ,positif
171,Kenaikan harga Bahan Bakar Minyak (BBM) disambut dengan serangkaian aksi demonstrasi di sejumlah wilayah di Indonesia. https://t.co/kDElcrnCyW,Kenaikan harga Bahan Bakar Minyak  BBM  disambut dengan serangkaian aksi demonstrasi di sejumlah wilayah di Indonesia   ,negatif
172,@yo2thok Ternyata penghapusan Listrik 450 W dan mewajibkan listrik 1000W adalah untuk persiapan penghapusan Elpiji dan beralih ke kompor listrik. Sementara beban hidup rakyat makin berat dgn kenaikan BBM. Dasar Rezim Boneka Oligarki,  Ternyata penghapusan Listrik   W dan mewajibkan listrik  W adalah untuk persiapan penghapusan Elpiji dan beralih ke kompor listrik  Sementara beban hidup rakyat makin berat dgn kenaikan BBM  Dasar Rezim Boneka Oligarki,netral
173,"Aksi menolak kenaikan harga BBM di Kota Bandung masih berlanjut. Berbagai elemen masyarakat tergabung dalam aksi kali ini. Mulai dari pelajar, mahasiswa, dan masyarakat umum.",Aksi menolak kenaikan harga BBM di Kota Bandung masih berlanjut  Berbagai elemen masyarakat tergabung dalam aksi kali ini  Mulai dari pelajar  mahasiswa  dan masyarakat umum ,negatif
174,"Andaikata landasan agama cukup dengan akal, niscaya mengusap bawah sepatu lebih utama daripada mengusap ...   Kenaikan BBM Menzalimi Rakyat   .??????. #V8CTf https://t.co/hrxi7i4mCU",Andaikata landasan agama cukup dengan akal  niscaya mengusap bawah sepatu lebih utama daripada mengusap       Kenaikan BBM Menzalimi Rakyat             V CTf  ,negatif
175,"Aksi Tolak Kenaikan BBM 13 September
Bandung Menolak Padam https://t.co/9MNHvBsIUZ",Aksi Tolak Kenaikan BBM   September Bandung Menolak Padam  ,negatif
176,"Demo Tolak Kenaikan Harga BBM, Massa Paksa Masuk ke Balai Kota DKI: Pengurus Cabang Pergerakan Mahasiswa Islam Indonesia (PMII) Jakarta Timur melakukan aksi unjuk rasa di depan Balai Kota DKI Jakarta, Rabu (14/9/2022). https://t.co/hGGroa9O2g",Demo Tolak Kenaikan Harga BBM  Massa Paksa Masuk ke Balai Kota DKI  Pengurus Cabang Pergerakan Mahasiswa Islam Indonesia  PMII  Jakarta Timur melakukan aksi unjuk rasa di depan Balai Kota DKI Jakarta  Rabu           ,negatif
177,Aksi berakhir sebelum malam https://t.co/e6g7zUAwYo,Aksi berakhir sebelum malam  ,negatif
178,@MprAldo Nambah lagi nih beh gak cuma kenaikan BBM. https://t.co/C9OYR8S87n,  Nambah lagi nih beh gak cuma kenaikan BBM   ,netral
179,@Tan_Mar3M @DoankWarto @DoankWarto itu isi kepalanya kosong... Dia tau nggk hukum poligami... dan dia dah nggk efek domino dari kenaikan BBM... Yang mampu saja menolak karena efeknya bukan buat dia tapi buat rakyat... Ini seperti @DoankWarto yang kismin s,      itu isi kepalanya kosong    Dia tau nggk hukum poligami    dan dia dah nggk efek domino dari kenaikan BBM    Yang mampu saja menolak karena efeknya bukan buat dia tapi buat rakyat    Ini seperti   yang kismin s,netral
180,"Hari Ini, Mahasiswa Kembali Demo Tolak Kenaikan Harga BBM di Istana Negara
https://t.co/mCBmMrfUS9",Hari Ini  Mahasiswa Kembali Demo Tolak Kenaikan Harga BBM di Istana Negara  ,negatif
181,Massa mahasiswa yang demo kenaikan harga BBM di depan Grahadi membubarkan diri. Mereka berjanji akan turun lagi pada pekan depan. https://t.co/SItTBeV5DS,Massa mahasiswa yang demo kenaikan harga BBM di depan Grahadi membubarkan diri  Mereka berjanji akan turun lagi pada pekan depan   ,negatif
182,"Demo Tolak Kenaikan BBM Hari Ini, Arus Lalu Lintas Sekitar Istana Dialihkan
https://t.co/693Tc8cRKk",Demo Tolak Kenaikan BBM Hari Ini  Arus Lalu Lintas Sekitar Istana Dialihkan  ,negatif
183,"Ganjar Siapkan Skema Bantuan dan Pendampingan BBM untuk Petani

Dampak kenaikan harga BBM juga dirasakan oleh para petani. Terutama terkait distribusi solar bagi peralatan pertanian. Gubernur Jateng @ganjarpranowo sudah menyiapkan skema insentif yang diberikan kepada para petani. https://t.co/R3zAccvc2g",Ganjar Siapkan Skema Bantuan dan Pendampingan BBM untuk Petani  Dampak kenaikan harga BBM juga dirasakan oleh para petani  Terutama terkait distribusi solar bagi peralatan pertanian  Gubernur Jateng   sudah menyiapkan skema insentif yang diberikan kepada para petani   ,positif
184,"""Kami hari ini, PMII Jakarta Timur datang ke sini (Balai Kota) untuk menyuarakan aspirasi (soal BBM), karena kami di Jakarta, kami melihat memiliki pimpinan,"" kata salah satu orator.

https://t.co/vZFTAoNRr5", Kami hari ini  PMII Jakarta Timur datang ke sini  Balai Kota  untuk menyuarakan aspirasi  soal BBM   karena kami di Jakarta  kami melihat memiliki pimpinan   kata salah satu orator    ,negatif
185,"Kepung Kantor Anies, Massa PMII Desak Pemprov &amp; DPRD DKI Tegas Tolak Kenaikan Harga BBM Subsidi https://t.co/k9ht4DVimb",Kepung Kantor Anies  Massa PMII Desak Pemprov  amp  DPRD DKI Tegas Tolak Kenaikan Harga BBM Subsidi  ,negatif
186,"Sampe lupa sama permasalahan BBM, Tolak Kenaikan BBM #BBMNaikRakyatRevolusi",Sampe lupa sama permasalahan BBM  Tolak Kenaikan BBM  BBMNaikRakyatRevolusi,negatif
187,@Awibowo__ @prastow @DokterTifa Dari dana desa. 40% dana desa memang untuk BLT. Tapi bukan terkait kenaikan BBM. Tapi terkait pandemi. Aturan sudah turun sejak tahun lalu. Melalui PMK dan Perpres. Bukan ujuk* di geser buat kenaikan BBM,      Dari dana desa     dana desa memang untuk BLT  Tapi bukan terkait kenaikan BBM  Tapi terkait pandemi  Aturan sudah turun sejak tahun lalu  Melalui PMK dan Perpres  Bukan ujuk  di geser buat kenaikan BBM,positif
188,"Minat investor pada lelang Surat Utang Negara (SUN) masih tinggi di tengah kenaikan harga BBM dan suku bunga acuan BI. Investor dinilai merespons positif kebijakan kenaikan suku bunga acuan BI dan harga BBM.

@jokowi 

https://t.co/f0iPjN8Cjk https://t.co/jPHpk2nQob",Minat investor pada lelang Surat Utang Negara  SUN  masih tinggi di tengah kenaikan harga BBM dan suku bunga acuan BI  Investor dinilai merespons positif kebijakan kenaikan suku bunga acuan BI dan harga BBM          ,netral
189,"https://t.co/Qib4zNIBiB
Total penerima BSU yang tujuannya membantu pekerja terdampak kenaikan harga bahan bakar minyak (BBM) mencapai 14,6 juta pekerja.
@jokowi gas Pol Pemulihan Ekonomi. https://t.co/sLMiqSKcLr",  Total penerima BSU yang tujuannya membantu pekerja terdampak kenaikan harga bahan bakar minyak  BBM  mencapai     juta pekerja    gas Pol Pemulihan Ekonomi   ,negatif
190,"Setelah kenaikan harga BBM subsidi, dalam 1 bulan terakhir IHSG terlihat tetap stabil dan asing juga terus net buy di saham big banks seperti BBCA, BMRI, BBNI dan BBRI sehingga rally. Kira-kira apa saja katalis positif yang memengaruhi hal tersebut? https://t.co/OkDlk2ODgq",Setelah kenaikan harga BBM subsidi  dalam   bulan terakhir IHSG terlihat tetap stabil dan asing juga terus net buy di saham big banks seperti BBCA  BMRI  BBNI dan BBRI sehingga rally  Kira kira apa saja katalis positif yang memengaruhi hal tersebut   ,netral
191,"@fadlizon @prastow Senjata Makan Tuan! Bantahan Stafsus Menkeu Meleset, Malah Dapat Balasan Menohok dari @fadlizon   Soal Kenaikan Harga BBM, Ini Uraiannya !

https://t.co/pq1WzgGQAn",    Senjata Makan Tuan  Bantahan Stafsus Menkeu Meleset  Malah Dapat Balasan Menohok dari     Soal Kenaikan Harga BBM  Ini Uraiannya     ,netral
192,@TukangNy1ny1r @prastow @DokterTifa Ngarang.. Saya kerja di desa.. Jadi sekdes.. Gak ada pergeseran anggaran terkait kenaikan BBM. Ada anggaran BLT dana desa.. Ini pun terkait pandemi.. Dan aturan sudah di tetapkan dari tahun lalu.. Saat penyusunan anggar,      Ngarang   Saya kerja di desa   Jadi sekdes   Gak ada pergeseran anggaran terkait kenaikan BBM  Ada anggaran BLT dana desa   Ini pun terkait pandemi   Dan aturan sudah di tetapkan dari tahun lalu   Saat penyusunan anggar,positif
193,"Dalam rangka mendukung kebijakan pemerintah akan kenaikan harga bahan bakar minyak (BBM). Polri melakukan berbagai aksi kemanusiaan untuk dapat membantu terhadap masyarakat yang terdampak, salah satunya yang dilaksanakan oleh jajaran Polsek Jatinegara, Jakarta Timur. https://t.co/oC0wZce7VO",Dalam rangka mendukung kebijakan pemerintah akan kenaikan harga bahan bakar minyak  BBM   Polri melakukan berbagai aksi kemanusiaan untuk dapat membantu terhadap masyarakat yang terdampak  salah satunya yang dilaksanakan oleh jajaran Polsek Jatinegara  Jakarta Timur   ,netral
194,"“Dal kok ga ada demo kenaikan bbm ya ?” “Ada kok teh, emg media skrg di bungkam, cuma mantengin sosmed aja” dari pria kepada ibu2 yg pusing mikirin biaya lain, lanjutnya “parah ya, teteh bantu doa aja untuk yg lagi berjuang tapi tak terlihat skrg”", Dal kok ga ada demo kenaikan bbm ya     Ada kok teh  emg media skrg di bungkam  cuma mantengin sosmed aja  dari pria kepada ibu  yg pusing mikirin biaya lain  lanjutnya  parah ya  teteh bantu doa aja untuk yg lagi berjuang tapi tak terlihat skrg ,netral
195,"Susuri muara Sungai Silugonggo, Polres Pati Kembali Bagikan 1 Ton Paket Beras Kepada Nelayan Pasca Kenaikan BBM

 Senin (12/9/22).

#PolriPresisi
#PoldaJatengHadir
#PolresPatiSahabat
#PolresPatiBerbagiKasih https://t.co/iuyfC3fZ5z",Susuri muara Sungai Silugonggo  Polres Pati Kembali Bagikan   Ton Paket Beras Kepada Nelayan Pasca Kenaikan BBM   Senin            PolriPresisi  PoldaJatengHadir  PolresPatiSahabat  PolresPatiBerbagiKasih  ,positif
196,"Tolak Kenaikan Harga BBM ???????
(Gedung DPRD Kalimantan Timur 13/Sept/2022) https://t.co/F41Lq0z1CX",Tolak Kenaikan Harga BBM          Gedung DPRD Kalimantan Timur   Sept     ,negatif
197,"Cekizen!
Berkaitan dengan kenaikan harga BBM, kini ada beberapa mobil yang dilarang untuk menggunakan Pertalite. Lalu, apa mobil yang boleh diisi Pertalite?

https://t.co/xd7M0xr4tO

#cekaja #tokofinansial #pertalite #mobilpertlaite",Cekizen  Berkaitan dengan kenaikan harga BBM  kini ada beberapa mobil yang dilarang untuk menggunakan Pertalite  Lalu  apa mobil yang boleh diisi Pertalite       cekaja  tokofinansial  pertalite  mobilpertlaite,netral
198,"Aliansi Mahasiswa &amp; Buruh Bersatu ""Tolak Kenaikan Harga BBM"" di sekitar Bundaran Patung Kuda, Jakarta.. ??????? (13/Sept/2022) https://t.co/Ttc92GMev7",Aliansi Mahasiswa  amp  Buruh Bersatu  Tolak Kenaikan Harga BBM  di sekitar Bundaran Patung Kuda  Jakarta              Sept     ,negatif
199,"@santos_jrrrr menurutku sudah tepat sasaran, buktinya sebagian besar penolakan kenaikan bbm mampu dibungkam seketika, jadi sudah sesuai dengan latarbelakang adanya BLT BBM.
????",  menurutku sudah tepat sasaran  buktinya sebagian besar penolakan kenaikan bbm mampu dibungkam seketika  jadi sudah sesuai dengan latarbelakang adanya BLT BBM      ,negatif
200,"Hasil pantauan harga Kepokmas oleh Bupati Tegal @umiazizah60 pasca kenaikan BBM bersubsidi di pasar tradisional, Senin (12/09) relatif stabil. Sejumlah komodistas spt telur &amp; minyak goreng curah alami penurunan harga. Sementara cabai &amp; beras sedikit naik.
https://t.co/FLImOmQaf9",Hasil pantauan harga Kepokmas oleh Bupati Tegal   pasca kenaikan BBM bersubsidi di pasar tradisional  Senin       relatif stabil  Sejumlah komodistas spt telur  amp  minyak goreng curah alami penurunan harga  Sementara cabai  amp  beras sedikit naik   ,positif
201,@sirulhaq @DokterTifa @Dinipramudya22 @KPK_RI Ngarang.. Wakakaka.. Saya kerja di desa.. Jadi sekdes.. BLT dana desa bukan di geser saat kenaikan BBM.. Tapi aturan sudah turun mulai peraturan menteri sampai perpres saat tahap penyusunan anggaran tahun lalu,        Ngarang   Wakakaka   Saya kerja di desa   Jadi sekdes   BLT dana desa bukan di geser saat kenaikan BBM   Tapi aturan sudah turun mulai peraturan menteri sampai perpres saat tahap penyusunan anggaran tahun lalu,positif
202,"Ini Cara Pak Ganjar Redam Lonjakan Inflasi di Jateng Imbas Kenaikan Harga BBM

Orang Muda Ganjar
""???????? ???????????????????? ?????????? ????????-????????"" https://t.co/Xsm7FdTQSa",Ini Cara Pak Ganjar Redam Lonjakan Inflasi di Jateng Imbas Kenaikan Harga BBM  Orang Muda Ganjar                                                               ,positif
203,"Demo Tolak Kenaikan Harga BBM di Jakarta Berakhir Ricuh, Tagar BBMNaikRakyatRevolusi Menggema
https://t.co/2o3HGdF8U9",Demo Tolak Kenaikan Harga BBM di Jakarta Berakhir Ricuh  Tagar BBMNaikRakyatRevolusi Menggema  ,negatif
204,"Aksi Penolakan Kenaikan Harga BBM, Bogor yang Sejuk, Kini Memanas! | MMC News 

Masyarakat Bogor yang tergabung dalam Forum Komunikasi Umat Islam Bersatu (FKUIB) yang Rabu kemarin, 7 September 2022 menggelar aksi di depan gedung DPRD Kota Bogor. 

https://t.co/RjigWRMGcm https://t.co/cEZHz60u5M",Aksi Penolakan Kenaikan Harga BBM  Bogor yang Sejuk  Kini Memanas    MMC News   Masyarakat Bogor yang tergabung dalam Forum Komunikasi Umat Islam Bersatu  FKUIB  yang Rabu kemarin    September   menggelar aksi di depan gedung DPRD Kota Bogor       ,negatif
205,"Aksi Penolakan Kenaikan Harga BBM, Bogor yang Sejuk, Kini Memanas! | MMC News 

Forum Komunikasi Umat Islam Bersatu (FKUIB) yang Rabu kemarin, 7 September 2022 menggelar aksi di depan gedung DPRD Kota Bogor. Apa saja yang menjadi tuntutan mereka? 

https://t.co/RjigWRMGcm https://t.co/P1UfdYzW1P",Aksi Penolakan Kenaikan Harga BBM  Bogor yang Sejuk  Kini Memanas    MMC News   Forum Komunikasi Umat Islam Bersatu  FKUIB  yang Rabu kemarin    September   menggelar aksi di depan gedung DPRD Kota Bogor  Apa saja yang menjadi tuntutan mereka       ,negatif
206,"Tolak Kenaikan Harga BBM, Jangan Bikin Rakyat Tambah Sengsara!

""Kenaikan BBM bersubsidi akan semakin mendekatkan perekonomian nasional pada kondisi triple horror yg sangat mengkhawatirkan, akan terjadi efek berantai dlm perekonomian."" ~ @nurazizahtamhi1

https://t.co/wpGYsFLS9L",Tolak Kenaikan Harga BBM  Jangan Bikin Rakyat Tambah Sengsara    Kenaikan BBM bersubsidi akan semakin mendekatkan perekonomian nasional pada kondisi triple horror yg sangat mengkhawatirkan  akan terjadi efek berantai dlm perekonomian         ,negatif
207,"@abu_waras Di detik menjelang habis masa jabatan sbg gubernur, beliau masih memikirkan nasib warganya akibat kenaikan BBM. Semoga kiprah beliau mampu melahirkan tunas tunas pemimpin muda yg mengikuti jejak langkah beliau utk masa depan Indonesia yg lebih ",  Di detik menjelang habis masa jabatan sbg gubernur  beliau masih memikirkan nasib warganya akibat kenaikan BBM  Semoga kiprah beliau mampu melahirkan tunas tunas pemimpin muda yg mengikuti jejak langkah beliau utk masa depan Indonesia yg lebih ,netral
